COMPUTER NETWORK TECHNOLOGY NATIONAL 2022,Which of the following accurately describes DHCP snooping?,Inspects DHCP requests and forwards them appropriately.,"Aggregates DHCP requests, so that multiple requests can be answered simultaneously.",Prevents unauthorized DHCP server access and drops unacceptable DHCP traffic.,Automatically pushes security updates to DHCP enabled clients.,C
COMPUTER NETWORK TECHNOLOGY NATIONAL 2022,"When implementing an iSCSI storage network, which of the following is something that would be considered beneficial?",High latency,Multiple paths,Low bandwidth,Single path,B
COMPUTER NETWORK TECHNOLOGY NATIONAL 2022,"A network administrator is configuring a storage network to use jumbo frames. Which of the following Windows ping commands, run from the server, could be used to ensure that jumbo frames are functional?",ping <storageIP> -f -l 8972,ping <storageIP> -f -l 1500,ping <serverIP> -f -l 8972,ping <serverIP> -f -l 1500,A
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,What is the highest IP address that can be assigned to a host on the 192.168.10.0/24 network that uses the 255.255.255.0 subnet mask?,192.168.1.254,192.168.10.256,192.168.10.254,192.168.10.255,C
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,What is the maximum number of IP addresses that can be assigned to hosts on a local subnet that uses the 255.255.255.224 subnet mask?,14,15,16,30,D
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,What is the advantage of using Jumbo frames?,More data is transferred in less packets,Improved network security,Faster Ping responses,All of the other answers are correct,A
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,Which protocol resolves IP addresses into MAC addresses?,DHCP,DNS,ARP,SNMP,C
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,Which of the following names is most used as the DNS prefix?,Server name,Domain name,NetBIOS name,Network adapter name,B
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,What is DHCP (Dynamic Host Configuration Protocol)?,DHCP is a network protocol used to authenticate user credentials,DHCP is a network protocol used to translate IP addresses to hostnames,DHCP is a network protocol used to statically assign IP addresses to network devices,DHCP is a network protocol used to assign IP addresses to network devices dynamically.,D
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,How many bits is an IPv4 address?,32,48,,,A
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,"The file-sharing protocol, SMB, is primarily used by which of the following clients?",Microsoft,macOS,Android,Linux,A
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,How many bits is an IPv6 address?,32,48,64,128,D
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,What is MultiPath Input Output (MPIO)?,A third-party network performance application,A file sharing protocol,Multipathing used in ISCSI storage,Provides security updates to DHCP enabled clients,C
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,Which of the following DNS records would allow clients to resolve www.bpa.org and remote.bpa.org to the same IP address?,*.BPA.org,Any.BPA.org,Wildcard.BPA.org,$_.BPA.org,A
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,Which of the following IP addresses are in the same subnet?,10.0.0.10/8 and 100.0.0.10/8,172.16.0.10/16 and 172.16.255.100/16,192.168.10.10/24 and 192.168.100.100/24,169.254.0.10/24 and 192.168.254.10/16,B
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,Which of the following is considered a bare metal Hypervisor?,VMware ESXi,Xen Server,Hyper-V,All of the other answers are correct,D
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,Which of the following is true in regard to containers and / or virtual machines?,Containers have an operating system,Virtual machines do not have an operating system,Containers do not run on top of a hypervisor,Virtual machines run on top of a hypervisor,D
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,"Which of the following is an open platform used to package and run applications in isolated environments, known as containers?",Hyper-V,Docker,LXC,VMware,B
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,"What is the purpose of having a quorum, with regards to a failover cluster?",Provides a shared folder for transferring files between nodes,Prevents a split-brain scenario during a failover,Facilitates live migration between cluster nodes,None of the other answers are correct,C
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,Which of the following is known as an open-source container-orchestration system?,Kubernetes,Microsoft Azure,Ansible,Amazon Web Services,A
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,What type of addresses are not used in IPv6?,Unicast,Multicast,Anycast,Broadcast,D
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,What Protocol protects a layer 2 network from broadcast storms?,Flow Control Protocol,Spanning Tree Protocol,Link Layer Discovery Protocol,Internet Control Message Protocol,B
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,What is one of the primary advantages of using a small form-factor pluggable (SFP)?,Prevents ports from causing a loop,Allows bridging between multiple ports,Allows ports to be equipped with different types of transceivers,Prevents jumbo frames / packets from exceeding ~9000 bytes,C
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,Describe the TCP three-way handshake?,"ACK, SYN-ACK, and ACK","ACK-SYN, ACK, and SYN","SYN, SYN-ACK, and ACK","SYN, ACK, and SYN-ACK",C
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,Which of the following is the most redundant network topology?,Ring,Matrix,Mesh,Star,C
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,What built-in protocol do you use to remote between Windows Server desktops?,SIP,RTP,RDP,SNMP,C
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,What port does DNS use?,443,389,51,53,D
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,The MAC address is associated with which layer of the OSI model?,Layer 1 Physical,Layer 2 Data Link,Layer 3 Network,Layer 4 Transport,B
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,A new Server is added to the network with an IP address of 192.168.1.254/24 and can access the internet but cannot ping other local systems using hostnames. What is the issue?,The default gateway is incorrect,The IP subnet is incorrect,There is an IP conflict,The DNS server is incorrect,D
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,Which IEEE Standard for Wi-Fi has a theoretical maximum throughput of over 9.6 Gbps?,802.11ac,802.11n,802.11g,802.11ax,D
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,What is the correct sequence of message exchanges between a DHCP server and Client for a connection request?,"Offer, Discover, Acknowledge, Request","Discover, Offer, Request, Acknowledge","Discover, Request, Offer, Acknowledge","Discover, Acknowledge, Request, Offer",B
